match_id,player_id,team_player_id,trackable_object,team_id,team_name,shirt_number,player_short_name,first_name,last_name,position_group,role_name,role_acronym,minutes_played,minutes_played_regular,start_frame,end_frame,start_time,end_time,started,yellow_card,red_card,goals,own_goals,injured,birthday,gender
2017461,1008911,1574774,1010474,868,Melbourne Victory Football Club,38,L. Didulica,Luka,Didulica,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2007-09-18,male
2017461,795504,1204868,797067,868,Melbourne Victory Football Club,40,C. Siciliano,Christian,Siciliano,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2003-07-11,male
2017461,157294,1204866,158849,868,Melbourne Victory Football Club,6,R. Teague,Ryan Graham Pun,Teague,Midfield,Right Defensive Midfield,RDM,97.42,97.42,2510.0,70419.0,00:00:00,,True,0,0,0,0,False,2002-01-24,male
2017461,51685,1559297,52811,868,Melbourne Victory Football Club,4,L. Jackson,Lachlan,Jackson,Central Defender,Left Center Back,LCB,97.42,97.42,2510.0,70419.0,00:00:00,,True,1,0,0,0,False,1995-03-12,male
2017461,811820,1239268,813383,868,Melbourne Victory Football Club,28,K. Bos,Kasey,Bos,Full Back,Left Back,LB,97.42,97.42,2510.0,70419.0,00:00:00,,True,0,0,0,0,False,2004-05-08,male
2017461,159688,1227840,161243,868,Melbourne Victory Football Club,14,J. Valadon,Jordi,Valadon,Midfield,Left Defensive Midfield,LDM,97.42,97.42,2510.0,70419.0,00:00:00,,True,0,0,0,0,False,2003-03-04,male
2017461,800322,1216250,801885,868,Melbourne Victory Football Club,16,J. Inserra,Joshua,Inserra,Full Back,Right Back,RB,97.42,97.42,2510.0,70419.0,00:00:00,,True,0,0,0,0,False,2005-01-21,male
2017461,51678,1494842,52804,868,Melbourne Victory Football Club,25,J. Duncan,Jack,Duncan,Other,Goalkeeper,GK,97.42,97.42,2510.0,70419.0,00:00:00,,True,0,0,0,0,False,1993-04-19,male
2017461,29075,1494847,30159,868,Melbourne Victory Football Club,9,N. Vergos,Nikolaos,Vergos,Center Forward,Center Forward,CF,70.23,70.23,2510.0,54109.0,00:00:00,01:09:04,True,0,0,0,0,False,1996-01-13,male
2017461,11885,1204865,11992,868,Melbourne Victory Football Club,7,D. Arzani,Daniel,Arzani,Wide Attacker,Right Winger,RW,70.23,70.23,2510.0,54109.0,00:00:00,01:09:04,True,0,0,0,0,False,1999-01-04,male
2017461,51013,177100,52139,868,Melbourne Victory Football Club,5,B. Hamill,Brendan,Hamill,Central Defender,Right Center Back,RCB,58.98,58.98,2510.0,47359.0,00:00:00,00:57:49,True,0,0,0,0,False,1992-09-18,male
2015213,51713,1507968,52839,4177,Auckland FC,17,C. Elliott,Callan,Elliot,Full Back,Right Back,RB,51.78,51.78,40280.0,71349.0,00:48:03,,False,0,0,0,0,False,1999-07-07,male
2015213,38673,1507965,39794,4177,Auckland FC,10,G. May,Guillermo Luis,May Bartesaghi,Center Forward,Center Forward,CF,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1998-03-11,male
2015213,795527,1204918,797090,1803,Western United,10,M. Grimaldi,Matthew,Grimaldi,Wide Attacker,Left Winger,LW,88.12,88.12,2210.0,64319.0,00:00:00,01:25:04,True,0,0,0,0,False,2003-11-28,male
2015213,51008,73015,52134,1803,Western United,6,T. Imai,Tomoki,Imai,Full Back,Right Back,RB,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1990-11-29,male
2015213,809670,1233131,811233,1803,Western United,44,J. Lauton,Jordan,Lauton,Midfield,Right Midfield,RM,51.78,51.78,40280.0,71349.0,00:45:00,,False,0,0,0,0,False,2003-04-01,male
2015213,560917,828228,562474,1803,Western United,23,R. Bozinovski,Rhys,Bozinovski,Midfield,Right Midfield,RM,48.05,48.05,2210.0,31039.0,00:00:00,00:45:00,True,0,0,0,0,False,2004-07-03,male
2015213,818284,1256018,819847,1803,Western United,5,O. Lavale,Oliver,Lavale,Center Forward,Center Forward,CF,25.56,25.56,56010.0,71349.0,01:11:13,,False,0,0,1,0,False,2005-04-05,male
2015213,795529,1204921,797092,1803,Western United,24,M. Ruhs,Michael,Ruhs,Center Forward,Center Forward,CF,74.26,74.26,2210.0,56009.0,00:00:00,01:11:13,True,1,0,1,0,False,2002-08-27,male
2015213,31147,1507955,32245,4177,Auckland FC,5,T. Smith,Tommy,Smith,Central Defender,Left Center Back,LCB,16.33,16.33,61550.0,71349.0,01:20:27,,False,0,0,0,0,False,1990-03-31,male
2015213,624628,1507972,626185,4177,Auckland FC,21,J. Randall,Jesse,Randall,Center Forward,Center Forward,CF,27.58,27.58,54800.0,71349.0,01:09:12,,False,0,0,1,0,False,2002-08-19,male
2015213,43829,1507969,44955,4177,Auckland FC,25,N. Moreno,Neyder Stiven,Moreno Betancur,Wide Attacker,Left Winger,LW,51.78,51.78,40280.0,71349.0,00:48:03,,False,0,0,1,0,False,1997-02-09,male
2015213,50951,1507963,52077,4177,Auckland FC,22,J. Brimmer,Jake,Brimmer,Midfield,Left Midfield,LM,51.78,51.78,40280.0,71349.0,00:48:03,,False,0,0,0,0,False,1998-04-03,male
2015213,51690,1204922,52816,1803,Western United,7,R. Najjarine,Ramy,Najjarine,Wide Attacker,Right Winger,RW,11.72,11.72,64320.0,71349.0,01:25:04,,False,0,0,0,0,False,2000-04-23,male
2015213,810406,1235262,811969,1803,Western United,29,C. Shamoon,Charbel,Shamoon,Full Back,Right Back,RB,14.16,14.16,62850.0,71349.0,01:22:37,,False,0,0,0,0,False,2004-02-10,male
2015213,818554,1256633,820117,1803,Western United,20,A. Walatee,Abel,Walatee,Wide Attacker,Left Winger,LW,25.56,25.56,56010.0,71349.0,01:11:13,,False,1,0,0,0,False,2004-02-22,male
2015213,14355,1507962,14552,4177,Auckland FC,1,M. Woud,Michael,Woud,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,1999-01-16,male
2015213,133495,1507959,135050,4177,Auckland FC,7,C. Howieson,Cameron Drew,Howieson,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,1994-12-22,male
2015213,14736,1507966,14933,4177,Auckland FC,6,L. Verstraete,Louis,Verstraete,Midfield,Right Midfield,RM,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1999-05-04,male
2015213,133501,1507961,135056,4177,Auckland FC,27,L. Rogerson,Logan,Rogerson,Wide Attacker,Right Winger,RW,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1998-05-28,male
2015213,4322,1507958,4332,4177,Auckland FC,2,H. Sakai,Hiroki,Sakai,Full Back,Right Back,RB,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1990-04-12,male
2015213,51667,1507974,52793,4177,Auckland FC,23,D. Hall,Daniel,Hall,Central Defender,Right Center Back,RCB,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1999-06-14,male
2015213,285188,1507970,286745,4177,Auckland FC,12,A. Paulsen,Alex Noah,Paulsen,Other,Goalkeeper,GK,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,2002-07-04,male
2015213,33697,1507971,34805,4177,Auckland FC,4,N. Pijnaker,Nando,Pijnaker,Central Defender,Left Center Back,LCB,83.5,83.5,2210.0,61549.0,00:00:00,01:20:27,True,0,0,0,0,False,1999-02-25,male
2015213,163972,1507964,165527,4177,Auckland FC,9,M. Mata,Max,Mata,Center Forward,Center Forward,CF,72.25,72.25,2210.0,54799.0,00:00:00,01:09:12,True,0,0,0,0,False,2000-07-10,male
2015213,582974,1521584,584531,4177,Auckland FC,11,M. Francois,Marlee,Francois,Wide Attacker,Left Winger,LW,48.05,48.05,2210.0,31039.0,00:00:00,00:48:03,True,0,0,0,0,False,2002-12-29,male
2015213,23418,1507957,24342,4177,Auckland FC,28,F. Gallegos,Luis Felipe,Gallegos Leiva,Midfield,Left Midfield,LM,48.05,48.05,2210.0,31039.0,00:00:00,00:48:03,True,0,0,0,0,False,1991-12-03,male
2015213,133498,1507956,135053,4177,Auckland FC,15,F. De Vries,Francis,De Vries,Full Back,Left Back,LB,48.05,48.05,2210.0,31039.0,00:00:00,00:48:03,True,1,0,0,0,False,1994-11-28,male
2015213,811891,1239534,813454,1803,Western United,70,M. Vonja,Michael,Vonja,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2006-01-12,male
2015213,811052,1236800,812615,1803,Western United,37,L. Vickery,Luke,Vickery,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2005-10-25,male
2015213,560916,828226,562473,1803,Western United,19,N. Botić,Noah,Botić,Center Forward,Center Forward,CF,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,1,0,False,2002-01-11,male
2015213,159946,1204919,161501,1803,Western United,33,M. Sutton,Matthew,Sutton,Other,Goalkeeper,GK,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,2000-03-07,male
2015213,23883,1235261,24840,1803,Western United,4,J. Donachie,James,Donachie,Central Defender,Right Center Back,RCB,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1993-05-14,male
2015213,957737,1496514,959300,1803,Western United,30,D. Leonard,Dylan,Leonard,Central Defender,Left Center Back,LCB,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,2007-08-30,male
2015213,23922,828220,24880,1803,Western United,17,B. Garuccio,Ben,Garuccio,Full Back,Left Back,LB,99.83,99.83,2210.0,71349.0,00:00:00,,True,0,0,0,0,False,1995-06-15,male
2015213,51675,1204914,52801,1803,Western United,32,A. Thurgate,Angus,Thurgate,Midfield,Left Midfield,LM,85.66,85.66,2210.0,62849.0,00:00:00,01:22:37,True,1,0,1,0,False,2000-02-08,male
2015213,26844,1204913,27926,1803,Western United,77,R. Danzaki,Riku,Danzaki,Wide Attacker,Right Winger,RW,74.26,74.26,2210.0,56009.0,00:00:00,01:11:13,True,0,0,0,0,False,2000-05-31,male
2013725,813317,1243940,814880,869,Sydney Football Club,20,T. Quintal,Tiago,Quintal,Midfield,Attacking Midfield,AM,11.86,11.86,62740.0,69859.0,01:21:18,,False,0,0,0,0,False,2006-06-16,male
2013725,998256,1555872,999819,869,Sydney Football Club,42,K. Shaw,Kyle Reilly ,Shaw,Central Defender,Left Center Back,LCB,32.42,32.42,50410.0,69859.0,01:00:45,,False,1,0,0,0,False,2004-09-07,male
2013725,25534,1460452,26580,869,Sydney Football Club,8,A. Ouahim,Anas,Ouahim,Wide Attacker,Left Winger,LW,32.42,32.42,50410.0,69859.0,01:00:45,,False,0,0,0,0,False,1997-09-23,male
2013725,51690,1204922,52816,1803,Western United,7,R. Najjarine,Ramy,Najjarine,Wide Attacker,Right Winger,RW,6.83,6.83,65760.0,69859.0,01:26:20,,False,0,0,0,0,False,2000-04-23,male
2013725,809670,1233131,811233,1803,Western United,44,J. Lauton,Jordan,Lauton,Midfield,Right Midfield,RM,18.72,18.72,58630.0,69859.0,01:14:27,,False,1,0,0,0,False,2003-04-01,male
2013725,810406,1235262,811969,1803,Western United,29,C. Shamoon,Charbel,Shamoon,Full Back,Right Back,RB,18.72,18.72,58630.0,69859.0,01:14:27,,False,0,0,0,0,False,2004-02-10,male
2013725,818554,1256633,820117,1803,Western United,20,A. Walatee,Abel,Walatee,Wide Attacker,Left Winger,LW,18.72,18.72,58630.0,69859.0,01:14:27,,False,0,0,0,0,False,2004-02-22,male
2013725,818284,1256018,819847,1803,Western United,5,O. Lavale,Oliver,Lavale,Center Forward,Center Forward,CF,23.43,23.43,55800.0,69859.0,01:09:44,,False,0,0,0,0,False,2005-04-05,male
2013725,966307,1508754,967870,869,Sydney Football Club,37,W. Kennedy,Will,Kennedy,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2005-02-14,male
2013725,1000644,1561284,1002207,869,Sydney Football Club,36,M. Macallister,Mathias,Macallister,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2007-04-12,male
2013725,796478,1207310,798041,869,Sydney Football Club,29,J. Lacey,Joseph ,Lacey ,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,,male
2013725,51047,73060,52173,869,Sydney Football Club,1,A. Redmayne,Andrew,Redmayne,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,1989-01-13,male
2013725,795544,1204962,797107,869,Sydney Football Club,24,W. Kamijo,Wataru,Kamijo,Midfield,Right Midfield,RM,94.65,94.65,4040.0,69859.0,00:00:00,,True,1,0,0,0,False,2006-04-17,male
2013725,51644,74001,52770,869,Sydney Football Club,23,R. Grant,Rhyan,Grant,Full Back,Right Wing Back,RWB,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,1991-02-26,male
2013725,51000,1204957,52126,869,Sydney Football Club,4,J. Courtney-Perkins,Jordan,Courtney-Perkins,Central Defender,Left Center Back,LCB,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,2002-11-06,male
2013725,931987,1460448,933550,869,Sydney Football Club,12,H. Devenish-Meares,Harrison,Devenish-Meares,Other,Goalkeeper,GK,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,1996-10-27,male
2013725,2858,1460450,2868,869,Sydney Football Club,11,Douglas Costa,Douglas ,Costa de Souza,Center Forward,Center Forward,CF,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,1990-09-14,male
2013725,133854,181672,135409,869,Sydney Football Club,7,A. Segecic,Adrian,Segecic,Wide Attacker,Left Winger,LW,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,2004-06-01,male
2013725,560894,1460454,562451,869,Sydney Football Club,41,A. Popovic,Alexandar,Popovic,Central Defender,Right Center Back,RCB,94.65,94.65,4040.0,69859.0,00:00:00,,True,1,0,0,0,False,2002-09-07,male
2013725,51045,73058,52171,869,Sydney Football Club,17,A. Cáceres,Anthony,Cáceres,Midfield,Left Midfield,LM,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,1992-09-29,male
2013725,51048,73061,52174,869,Sydney Football Club,16,J. King,Joel,Bruce King,Central Defender,Center Back,CB,82.78,82.78,4040.0,62739.0,00:00:00,01:21:18,True,0,0,0,0,False,2000-10-30,male
2013725,18573,1204956,18770,869,Sydney Football Club,10,J. Lolley,Joe,Lolley,Full Back,Left Wing Back,LWB,62.23,62.23,4040.0,50409.0,00:00:00,01:00:45,True,0,0,0,0,False,1992-08-25,male
2013725,133853,181671,135408,869,Sydney Football Club,25,J. Kucharski,Jaiden,Kucharski,Wide Attacker,Right Winger,RW,62.23,62.23,4040.0,50409.0,00:00:00,01:00:45,True,0,0,0,0,False,2002-06-25,male
2013725,811891,1239534,813454,1803,Western United,70,M. Vonja,Michael,Vonja,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2006-01-12,male
2013725,811052,1236800,812615,1803,Western United,37,L. Vickery,Luke,Vickery,Other,Substitute,SUB,0.0,0.0,,,,,False,0,0,0,0,False,2005-10-25,male
2013725,560916,828226,562473,1803,Western United,19,N. Botić,Noah,Botić,Center Forward,Center Forward,CF,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,2002-01-11,male
2013725,159946,1204919,161501,1803,Western United,33,M. Sutton,Matthew,Sutton,Other,Goalkeeper,GK,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,2000-03-07,male
2013725,23883,1235261,24840,1803,Western United,4,J. Donachie,James,Donachie,Central Defender,Right Center Back,RCB,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,1993-05-14,male
2013725,957737,1496514,959300,1803,Western United,30,D. Leonard,Dylan,Leonard,Central Defender,Left Center Back,LCB,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,2007-08-30,male
2013725,23922,828220,24880,1803,Western United,17,B. Garuccio,Ben,Garuccio,Full Back,Left Back,LB,94.65,94.65,4040.0,69859.0,00:00:00,,True,1,0,0,0,False,1995-06-15,male
2013725,51675,1204914,52801,1803,Western United,32,A. Thurgate,Angus,Thurgate,Midfield,Left Midfield,LM,94.65,94.65,4040.0,69859.0,00:00:00,,True,0,0,0,0,False,2000-02-08,male
2013725,26844,1204913,27926,1803,Western United,77,R. Danzaki,Riku,Danzaki,Wide Attacker,Left Winger,LW,87.82,87.82,4040.0,65759.0,00:00:00,01:26:20,True,1,0,0,0,False,2000-05-31,male
2013725,51008,73015,52134,1803,Western United,6,T. Imai,Tomoki,Imai,Full Back,Right Back,RB,75.93,75.93,4040.0,58629.0,00:00:00,01:14:27,True,0,0,0,0,False,1990-11-29,male
2013725,560917,828228,562474,1803,Western United,23,R. Bozinovski,Rhys,Bozinovski,Midfield,Right Midfield,RM,75.93,75.93,4040.0,58629.0,00:00:00,01:14:27,True,0,0,0,0,False,2004-07-03,male
2013725,795527,1204918,797090,1803,Western United,10,M. Grimaldi,Matthew,Grimaldi,Wide Attacker,Right Winger,RW,75.93,75.93,4040.0,58629.0,00:00:00,01:14:27,True,0,0,1,0,False,2003-11-28,male
2013725,795529,1204921,797092,1803,Western United,24,M. Ruhs,Michael,Ruhs,Center Forward,Center Forward,CF,71.22,71.22,4040.0,55799.0,00:00:00,01:09:44,True,0,0,0,0,False,2002-08-27,male
2011166,50979,828153,52105,868,Melbourne Victory Football Club,10,B. Fornaroli,Bruno,Fornaroli Mezza,Center Forward,Center Forward,CF,15.7,15.7,61970.0,71389.0,01:19:48,,False,0,0,0,0,False,1987-09-07,male
2011166,799092,1214315,800655,867,Wellington Phoenix FC,27,M. Sheridan,Matthew,Sheridan,Midfield,Left Midfield,LM,58.68,58.68,2300.0,47309.0,00:00:00,00:55:22,True,0,0,0,0,False,2004-05-09,male
2011166,799453,1496508,801016,867,Wellington Phoenix FC,41,N. Walker,Nathan,Walker,Midfield,Attacking Midfield,AM,16.72,16.72,61360.0,71389.0,01:18:47,,False,0,0,0,0,False,2006-01-30,male
2011166,795521,1564070,797084,868,Melbourne Victory Football Club,23,A. Badolato,Alexander,Badolato,Wide Attacker,Right Winger,RW,30.76,30.76,52930.0,71389.0,01:04:44,,False,0,0,0,0,False,2005-02-23,male
2011166,11117,1204867,11127,868,Melbourne Victory Football Club,8,Z. Machach,Zinédine,Machach,Midfield,Attacking Midfield,AM,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,1,0,False,1996-01-05,male
2011166,957734,1496509,959297,867,Wellington Phoenix FC,3,C. Piper,Corban,Piper,Midfield,Right Midfield,RM,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,1,0,False,2002-09-10,male
2011166,51015,73025,52141,867,Wellington Phoenix FC,14,A. Rufer,Alex,Rufer,Midfield,Defensive Midfield,DM,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,0,0,False,1996-06-12,male
2011166,29075,1494847,30159,868,Melbourne Victory Football Club,9,N. Vergos,Nikolaos,Vergos,Center Forward,Center Forward,CF,83.12,83.12,2300.0,61969.0,00:00:00,01:19:48,True,0,0,1,0,False,1996-01-13,male
2011166,50955,72948,52081,868,Melbourne Victory Football Club,17,N. Velupillay,Nishan,Velupillay,Wide Attacker,Left Winger,LW,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,1,0,False,2001-05-07,male
2011166,51714,1494841,52840,868,Melbourne Victory Football Club,27,R. Piscopo,Reno,Piscopo,Midfield,Attacking Midfield,AM,24.03,24.03,47550.0,61969.0,00:55:46,01:19:48,False,0,0,0,0,False,1998-05-27,male
2011166,698137,1204936,699700,867,Wellington Phoenix FC,15,I. Hughes,Isaac,Hughes,Central Defender,Right Center Back,RCB,90.08,90.08,2300.0,66149.0,00:00:00,01:26:46,True,0,0,0,0,False,2004-03-25,male
2011166,698142,1204968,699705,867,Wellington Phoenix FC,5,F. Conchie,Fin,Conchie,Midfield,Left Midfield,LM,8.73,8.73,66150.0,71389.0,01:26:46,,False,0,0,0,0,False,2003-08-10,male
2011166,9175,177106,9185,868,Melbourne Victory Football Club,21,Roderick Miranda,Roderick Jefferson,Gonçalves Miranda,Central Defender,Right Center Back,RCB,68.05,68.05,2300.0,52929.0,00:00:00,01:04:44,True,0,0,0,0,False,1991-03-30,male
2011166,23909,21865,24867,867,Wellington Phoenix FC,7,K. Barbarouses,Kosta,Barbarouses,Center Forward,Center Forward,CF,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,0,0,False,1990-02-19,male
2011166,51013,177100,52139,868,Melbourne Victory Football Club,5,B. Hamill,Brendan,Hamill,Central Defender,Right Center Back,RCB,30.76,30.76,52930.0,71389.0,01:04:44,,False,1,0,0,0,False,1992-09-18,male
2011166,51685,1559297,52811,868,Melbourne Victory Football Club,4,L. Jackson,Lachlan,Jackson,Central Defender,Left Center Back,LCB,98.82,98.82,2300.0,71389.0,00:00:00,,True,1,0,0,0,False,1995-03-12,male
2011166,51017,73028,52143,867,Wellington Phoenix FC,6,T. Payne,Tim,Payne,Full Back,Right Back,RB,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,0,0,False,1994-01-10,male
2011166,796012,1206138,797575,868,Melbourne Victory Football Club,18,F. Monge,Fabian,Monge,Midfield,Right Defensive Midfield,RDM,15.7,15.7,61970.0,71389.0,01:19:48,,False,0,0,0,0,False,2001-06-12,male
2011166,51046,1511560,52172,867,Wellington Phoenix FC,8,P. Retre,Paulo,Retre,Midfield,Attacking Midfield,AM,23.42,23.42,47310.0,61359.0,00:55:22,01:18:47,False,0,0,1,0,False,1993-03-04,male
2011166,157294,1204866,158849,868,Melbourne Victory Football Club,6,R. Teague,Ryan Graham Pun,Teague,Midfield,Right Defensive Midfield,RDM,59.08,59.08,2300.0,47549.0,00:00:00,00:55:46,True,0,0,0,0,False,2002-01-24,male
2011166,159688,1227840,161243,868,Melbourne Victory Football Club,14,J. Valadon,Jordi,Valadon,Midfield,Left Defensive Midfield,LDM,98.82,98.82,2300.0,71389.0,00:00:00,,True,0,0,0,0,False,2003-03-04,male
